numero_titulo,tipo_credor,serie,n,id_cliente,tipo_pagamento,data_emissao,vencimento,data_pagamento,valor_titulo,instituicao,situacao_titulo,codigo_credito,descricao_credito,codigo_debito,descricao_debito,data_hora_lancamento
6020,2,1,1,278,2,2025-12-01 00:00:00.000,2025-12-10 00:00:00.000,2025-12-10 00:00:00.000,390,237,3,NULL,NULL,13,DESP SIND E ASSOC DE CLASSE,Dec  1 2025 12:00AM16:04
6066,2,0,1,251,2,2025-09-09 00:00:00.000,2025-10-09 00:00:00.000,2025-10-09 00:00:00.000,"74,15",2,3,NULL,NULL,53,MATERIAL P/ USO E CONSUMO,Sep  9 2025 12:00AM13:24
6066,2,0,2,251,2,2025-09-09 00:00:00.000,2025-11-08 00:00:00.000,2025-11-10 00:00:00.000,"74,15",2,3,NULL,NULL,53,MATERIAL P/ USO E CONSUMO,Sep  9 2025 12:00AM13:24
6081,2,52,1,5397,2,2025-01-08 00:00:00.000,2025-02-10 00:00:00.000,2025-02-10 00:00:00.000,"60,82",237,3,NULL,NULL,53,MATERIAL P/ USO E CONSUMO,Jan  8 2025 12:00AM10:42
6081,2,52,2,5397,2,2025-01-08 00:00:00.000,2025-03-10 00:00:00.000,2025-03-10 00:00:00.000,"60,81",237,3,NULL,NULL,53,MATERIAL P/ USO E CONSUMO,Jan  8 2025 12:00AM10:42
6081,2,52,3,5397,2,2025-01-08 00:00:00.000,2025-04-10 00:00:00.000,2025-04-10 00:00:00.000,"60,81",237,3,NULL,NULL,53,MATERIAL P/ USO E CONSUMO,Jan  8 2025 12:00AM10:42
6113,2,S,1,5897,2,2025-11-03 00:00:00.000,2025-11-15 00:00:00.000,2025-11-17 00:00:00.000,1500,2,3,NULL,NULL,42,SERVICOS PROFISSIONAIS CONTRATADOS,Nov  3 2025 12:00AM13:03
6177,2,23,1,84,2,2025-01-16 00:00:00.000,2025-02-13 00:00:00.000,2025-02-13 00:00:00.000,"509,6",237,3,NULL,NULL,46,COMB E LUBRIFICANTES P/ INDUSTRIA,Jan 16 2025 12:00AM17:15
6217,2,S,1,5897,2,2025-12-01 00:00:00.000,2025-12-15 00:00:00.000,1753-01-01 00:00:00.000,1260,104,1,NULL,NULL,42,SERVICOS PROFISSIONAIS CONTRATADOS,Dec  1 2025 12:00AM15:09
6221,2,0,1,251,2,2025-10-31 00:00:00.000,2025-11-22 00:00:00.000,2025-11-24 00:00:00.000,"87,7",2,3,NULL,NULL,53,MATERIAL P/ USO E CONSUMO,Oct 31 2025 12:00AM14:39
6731,2,23,1,84,2,2025-03-21 00:00:00.000,2025-04-18 00:00:00.000,2025-04-22 00:00:00.000,"1868,43",237,3,NULL,NULL,46,COMB E LUBRIFICANTES P/ INDUSTRIA,Mar 21 2025 12:00AM11:10
6852,2,1,1,5337,2,2025-03-10 00:00:00.000,2025-04-09 00:00:00.000,2025-04-09 00:00:00.000,"780,86",237,3,NULL,NULL,22,MATERIA PRIMA,Mar 10 2025 12:00AM14:45
6852,2,1,2,5337,2,2025-03-10 00:00:00.000,2025-04-22 00:00:00.000,2025-04-22 00:00:00.000,"806,5",237,3,NULL,NULL,22,MATERIA PRIMA,Mar 10 2025 12:00AM14:45
7065,2,21,1,84,2,2025-10-31 00:00:00.000,2025-11-28 00:00:00.000,2025-11-28 00:00:00.000,"2329,8",2,3,NULL,NULL,46,COMB E LUBRIFICANTES P/ INDUSTRIA,Oct 31 2025 12:00AM13:45
7122,2,23,1,84,2,2025-05-09 00:00:00.000,2025-06-06 00:00:00.000,2025-06-06 00:00:00.000,"1181,98",237,3,NULL,NULL,46,COMB E LUBRIFICANTES P/ INDUSTRIA,May  9 2025 12:00AM14:45
7143,2,1,1,5337,2,2025-09-09 00:00:00.000,2025-10-09 00:00:00.000,2025-10-09 00:00:00.000,925,2,3,NULL,NULL,22,MATERIA PRIMA,Sep  9 2025 12:00AM10:37
7143,2,1,2,5337,2,2025-09-09 00:00:00.000,2025-10-19 00:00:00.000,2025-10-20 00:00:00.000,925,2,3,NULL,NULL,22,MATERIA PRIMA,Sep  9 2025 12:00AM10:37
7234,2,S,1,4396,2,2025-12-01 00:00:00.000,2025-12-10 00:00:00.000,2025-12-10 00:00:00.000,"62,4",237,3,NULL,NULL,13,DESP SIND E ASSOC DE CLASSE,Dec  1 2025 12:00AM16:05
7260,2,S,1,5895,2,2025-10-30 00:00:00.000,2025-11-29 00:00:00.000,2025-12-01 00:00:00.000,300,2,3,NULL,NULL,42,SERVICOS PROFISSIONAIS CONTRATADOS,Oct 30 2025 12:00AM11:21
7705,2,1,1,1292,2,2025-02-07 00:00:00.000,2025-03-10 00:00:00.000,2025-03-10 00:00:00.000,"65,55",237,3,NULL,NULL,53,MATERIAL P/ USO E CONSUMO,Feb  7 2025 12:00AM15:29
7705,2,1,2,1292,2,2025-02-07 00:00:00.000,2025-04-10 00:00:00.000,2025-04-10 00:00:00.000,"65,55",237,3,NULL,NULL,53,MATERIAL P/ USO E CONSUMO,Feb  7 2025 12:00AM15:29
7819,2,23,1,84,2,2025-08-01 00:00:00.000,2025-08-29 00:00:00.000,2025-08-29 00:00:00.000,"2435,7",237,3,NULL,NULL,46,COMB E LUBRIFICANTES P/ INDUSTRIA,Aug  1 2025 12:00AM14:05
7917,2,1,1,1292,2,2025-06-10 00:00:00.000,2025-07-10 00:00:00.000,2025-07-10 00:00:00.000,"122,5",237,3,NULL,NULL,53,MATERIAL P/ USO E CONSUMO,Jun 10 2025 12:00AM13:24
7917,2,1,2,1292,2,2025-06-10 00:00:00.000,2025-08-10 00:00:00.000,2025-08-11 00:00:00.000,"122,5",237,3,NULL,NULL,53,MATERIAL P/ USO E CONSUMO,Jun 10 2025 12:00AM13:24
8477,2,100,1,3353,2,2025-07-28 00:00:00.000,2025-08-20 00:00:00.000,2025-08-20 00:00:00.000,665,237,3,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Jul 28 2025 12:00AM17:20
8477,2,100,2,3353,2,2025-07-28 00:00:00.000,2025-09-17 00:00:00.000,2025-09-17 00:00:00.000,665,237,3,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Jul 28 2025 12:00AM17:20
8905,2,1,1,3095,2,2025-03-18 00:00:00.000,2025-04-15 00:00:00.000,2025-04-15 00:00:00.000,160,237,3,NULL,NULL,53,MATERIAL P/ USO E CONSUMO,Mar 18 2025 12:00AM17:28
8947,2,1,1,5846,2,2025-12-01 00:00:00.000,2025-12-15 00:00:00.000,1753-01-01 00:00:00.000,170,2,1,NULL,NULL,33,DESPESAS C/ TELEFONE,Dec  5 2025 12:00AM14:27
9029,2,1,1,3095,2,2025-04-29 00:00:00.000,2025-05-27 00:00:00.000,2025-05-27 00:00:00.000,200,237,3,NULL,NULL,53,MATERIAL P/ USO E CONSUMO,Apr 29 2025 12:00AM09:42
9056,2,1,1,5428,2,2025-06-06 00:00:00.000,2025-07-04 00:00:00.000,2025-07-04 00:00:00.000,220,237,3,NULL,NULL,53,MATERIAL P/ USO E CONSUMO,Jun  6 2025 12:00AM15:17
9069,2,1,1,5428,2,2025-06-13 00:00:00.000,2025-06-23 00:00:00.000,2025-06-23 00:00:00.000,160,237,3,NULL,NULL,53,MATERIAL P/ USO E CONSUMO,Jun 13 2025 12:00AM16:07
9153,2,1,1,1282,2,2025-02-17 00:00:00.000,2025-04-03 00:00:00.000,2025-04-03 00:00:00.000,"1237,76",237,3,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Feb 17 2025 12:00AM15:30
9178,2,1,1,1282,2,2025-02-24 00:00:00.000,2025-04-10 00:00:00.000,2025-04-10 00:00:00.000,"875,53",237,3,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Feb 24 2025 12:00AM10:26
9220,2,1,1,1282,2,2025-03-31 00:00:00.000,2025-05-15 00:00:00.000,2025-05-15 00:00:00.000,"704,91",237,3,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Mar 31 2025 12:00AM16:20
9263,2,1,1,1282,2,2025-04-29 00:00:00.000,2025-06-13 00:00:00.000,2025-06-13 00:00:00.000,"244,2",237,3,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Apr 29 2025 12:00AM09:45
9293,2,1,1,1282,2,2025-05-09 00:00:00.000,2025-06-23 00:00:00.000,2025-06-23 00:00:00.000,"728,85",237,3,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,May  9 2025 12:00AM08:54
9343,2,1,1,1282,2,2025-06-23 00:00:00.000,2025-08-07 00:00:00.000,2025-08-07 00:00:00.000,473,237,3,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Jun 23 2025 12:00AM11:15
9369,2,1,1,1282,2,2025-06-30 00:00:00.000,2025-08-14 00:00:00.000,2025-08-14 00:00:00.000,"1706,68",237,3,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Jun 30 2025 12:00AM14:57
9393,2,1,1,1282,2,2025-07-21 00:00:00.000,2025-09-04 00:00:00.000,2025-09-04 00:00:00.000,"1445,94",237,3,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Jul 21 2025 12:00AM11:33
9495,2,1,1,3095,2,2025-09-01 00:00:00.000,2025-09-29 00:00:00.000,2025-10-01 00:00:00.000,640,2,3,NULL,NULL,53,MATERIAL P/ USO E CONSUMO,Sep  1 2025 12:00AM15:50
9504,2,1,1,1282,2,2025-09-23 00:00:00.000,2025-11-07 00:00:00.000,2025-11-07 00:00:00.000,"1154,4",2,3,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Sep 23 2025 12:00AM15:38
9514,2,1,1,1282,2,2025-09-25 00:00:00.000,2025-11-10 00:00:00.000,2025-11-10 00:00:00.000,"1274,6",2,3,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Sep 25 2025 12:00AM11:20
9532,2,1,1,1282,2,2025-10-08 00:00:00.000,2025-11-24 00:00:00.000,2025-11-24 00:00:00.000,"1342,85",2,3,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Oct  8 2025 12:00AM16:48
9538,2,1,1,2505,2,2025-08-15 00:00:00.000,2025-09-05 00:00:00.000,2025-09-05 00:00:00.000,255,237,3,NULL,NULL,53,MATERIAL P/ USO E CONSUMO,Aug 15 2025 12:00AM15:43
9550,2,1,1,1282,2,2025-10-16 00:00:00.000,2025-12-01 00:00:00.000,2025-12-01 00:00:00.000,"1034,48",2,3,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Oct 16 2025 12:00AM14:23
9560,2,1,1,1282,2,2025-10-23 00:00:00.000,2025-12-08 00:00:00.000,2025-12-08 00:00:00.000,1244,2,3,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Oct 23 2025 12:00AM08:51
9572,2,1,1,1282,2,2025-10-31 00:00:00.000,2025-12-15 00:00:00.000,1753-01-01 00:00:00.000,"1524,28",2,1,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Oct 31 2025 12:00AM14:01
9591,2,1,1,1282,2,2025-11-17 00:00:00.000,2026-01-02 00:00:00.000,1753-01-01 00:00:00.000,2278,2,1,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Nov 17 2025 12:00AM11:11
9599,2,1,1,1282,2,2025-11-24 00:00:00.000,2026-01-08 00:00:00.000,1753-01-01 00:00:00.000,"1652,5",2,1,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Nov 24 2025 12:00AM15:12
9611,2,1,1,1282,2,2025-12-01 00:00:00.000,2026-01-15 00:00:00.000,1753-01-01 00:00:00.000,"961,22",2,1,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Dec  1 2025 12:00AM11:16
9625,2,1,1,1282,2,2025-12-09 00:00:00.000,2026-01-23 00:00:00.000,1753-01-01 00:00:00.000,2662,2,1,NULL,NULL,21,SERVICO DE INDUSTRIALIZACAO,Dec  9 2025 12:00AM16:27
9809,2,22,1,84,2,2025-09-16 00:00:00.000,2025-10-14 00:00:00.000,2025-10-15 00:00:00.000,"3187,59",2,3,NULL,NULL,46,COMB E LUBRIFICANTES P/ INDUSTRIA,Sep 16 2025 12:00AM16:31
10130,2,1,1,2043,2,2025-08-29 00:00:00.000,2025-09-26 00:00:00.000,2025-09-26 00:00:00.000,"4237,5",237,3,NULL,NULL,22,MATERIA PRIMA,Aug 29 2025 12:00AM11:14
10130,2,1,2,2043,2,2025-08-29 00:00:00.000,2025-10-10 00:00:00.000,2025-10-10 00:00:00.000,"4237,5",2,3,NULL,NULL,22,MATERIA PRIMA,Aug 29 2025 12:00AM11:14
10130,2,1,3,2043,2,2025-08-29 00:00:00.000,2025-10-24 00:00:00.000,2025-10-24 00:00:00.000,"4237,5",2,3,NULL,NULL,22,MATERIA PRIMA,Aug 29 2025 12:00AM11:14
10130,2,1,4,2043,2,2025-08-29 00:00:00.000,2025-11-09 00:00:00.000,2025-11-10 00:00:00.000,"4237,5",2,3,NULL,NULL,22,MATERIA PRIMA,Aug 29 2025 12:00AM11:14
10174,2,1,1,2043,2,2025-09-08 00:00:00.000,2025-09-29 00:00:00.000,2025-10-01 00:00:00.000,380,2,3,NULL,NULL,42,SERVICOS PROFISSIONAIS CONTRATADOS,Sep  8 2025 12:00AM10:14
10174,2,1,2,2043,2,2025-09-08 00:00:00.000,2025-10-20 00:00:00.000,2025-10-20 00:00:00.000,380,2,3,NULL,NULL,42,SERVICOS PROFISSIONAIS CONTRATADOS,Sep  8 2025 12:00AM10:14
10674,2,S,1,714,2,2025-03-28 00:00:00.000,2025-05-10 00:00:00.000,2025-05-12 00:00:00.000,50,237,3,NULL,NULL,42,SERVICOS PROFISSIONAIS CONTRATADOS,Mar 28 2025 12:00AM14:24
11159,2,1,1,5119,2,2025-06-13 00:00:00.000,2025-07-18 00:00:00.000,2025-07-18 00:00:00.000,"1032,5",237,3,NULL,NULL,22,MATERIA PRIMA,Jun 13 2025 12:00AM15:19
11270,2,1,1,5119,2,2025-06-26 00:00:00.000,2025-07-31 00:00:00.000,2025-07-31 00:00:00.000,"784,7",237,3,NULL,NULL,22,MATERIA PRIMA,Jun 26 2025 12:00AM10:49
11532,2,1,1,144,2,2025-01-28 00:00:00.000,2025-03-29 00:00:00.000,2025-03-31 00:00:00.000,"2524,41",237,3,NULL,NULL,22,MATERIA PRIMA,Jan 28 2025 12:00AM08:08
11570,2,S,1,4304,2,2025-01-23 00:00:00.000,2025-02-20 00:00:00.000,2025-02-20 00:00:00.000,"76,67",237,3,NULL,NULL,42,SERVICOS PROFISSIONAIS CONTRATADOS,Jan 23 2025 12:00AM17:13
11570,2,S,2,4304,2,2025-01-23 00:00:00.000,2025-03-06 00:00:00.000,2025-03-06 00:00:00.000,"76,67",237,3,NULL,NULL,42,SERVICOS PROFISSIONAIS CONTRATADOS,Jan 23 2025 12:00AM17:13
11570,2,S,3,4304,2,2025-01-23 00:00:00.000,2025-03-20 00:00:00.000,2025-03-20 00:00:00.000,"76,66",237,3,NULL,NULL,42,SERVICOS PROFISSIONAIS CONTRATADOS,Jan 23 2025 12:00AM17:13
11571,2,S,1,4304,2,2025-01-23 00:00:00.000,2025-02-20 00:00:00.000,2025-02-20 00:00:00.000,"76,67",237,3,NULL,NULL,42,SERVICOS PROFISSIONAIS CONTRATADOS,Jan 23 2025 12:00AM17:11
11571,2,S,2,4304,2,2025-01-23 00:00:00.000,2025-03-06 00:00:00.000,2025-03-06 00:00:00.000,"76,67",237,3,NULL,NULL,42,SERVICOS PROFISSIONAIS CONTRATADOS,Jan 23 2025 12:00AM17:11
11571,2,S,3,4304,2,2025-01-23 00:00:00.000,2025-03-20 00:00:00.000,2025-03-20 00:00:00.000,"76,66",237,3,NULL,NULL,42,SERVICOS PROFISSIONAIS CONTRATADOS,Jan 23 2025 12:00AM17:11
11682,2,1,1,144,2,2025-02-12 00:00:00.000,2025-04-13 00:00:00.000,2025-04-14 00:00:00.000,"3620,04",237,3,NULL,NULL,22,MATERIA PRIMA,Feb 12 2025 12:00AM13:50
11841,2,1,1,144,2,2025-03-03 00:00:00.000,2025-05-02 00:00:00.000,2025-05-02 00:00:00.000,"1955,36",237,3,NULL,NULL,22,MATERIA PRIMA,Mar  3 2025 12:00AM16:29
11892,2,1,1,144,2,2025-03-10 00:00:00.000,2025-05-09 00:00:00.000,2025-05-09 00:00:00.000,"3921,3",237,3,NULL,NULL,22,MATERIA PRIMA,Mar 10 2025 12:00AM14:15
11893,2,1,1,144,2,2025-03-10 00:00:00.000,2025-05-09 00:00:00.000,2025-05-09 00:00:00.000,"259,66",237,3,NULL,NULL,22,MATERIA PRIMA,Mar 10 2025 12:00AM14:11
11975,2,1,1,5119,2,2025-09-04 00:00:00.000,2025-10-09 00:00:00.000,2025-10-09 00:00:00.000,"784,7",2,3,NULL,NULL,22,MATERIA PRIMA,Sep  4 2025 12:00AM17:04
12044,2,1,1,144,2,2025-03-21 00:00:00.000,2025-05-20 00:00:00.000,2025-05-20 00:00:00.000,"1285,5",237,3,NULL,NULL,22,MATERIA PRIMA,Mar 21 2025 12:00AM16:40
12114,2,1,1,5119,2,2025-09-17 00:00:00.000,2025-10-22 00:00:00.000,2025-10-22 00:00:00.000,"1817,2",2,3,NULL,NULL,22,MATERIA PRIMA,Sep 17 2025 12:00AM08:23
12127,2,1,1,144,2,2025-03-31 00:00:00.000,2025-05-30 00:00:00.000,2025-05-30 00:00:00.000,"2558,2",237,3,NULL,NULL,22,MATERIA PRIMA,Mar 31 2025 12:00AM07:39
12220,2,1,1,144,2,2025-04-08 00:00:00.000,2025-06-07 00:00:00.000,2025-06-09 00:00:00.000,"4618,24",237,3,NULL,NULL,22,MATERIA PRIMA,Apr  8 2025 12:00AM16:58
12526,2,1,1,144,2,2025-05-08 00:00:00.000,2025-07-07 00:00:00.000,2025-07-07 00:00:00.000,"4347,2",237,3,NULL,NULL,22,MATERIA PRIMA,May  8 2025 12:00AM11:49
12588,2,1,1,5467,2,2025-04-08 00:00:00.000,2025-05-08 00:00:00.000,2025-05-08 00:00:00.000,"609,11",237,3,NULL,NULL,22,MATERIA PRIMA,Apr  8 2025 12:00AM14:17
12588,2,1,2,5467,2,2025-04-08 00:00:00.000,2025-05-23 00:00:00.000,2025-05-23 00:00:00.000,"609,11",237,3,NULL,NULL,22,MATERIA PRIMA,Apr  8 2025 12:00AM14:17
12588,2,1,3,5467,2,2025-04-08 00:00:00.000,2025-06-07 00:00:00.000,2025-06-09 00:00:00.000,"609,11",237,3,NULL,NULL,22,MATERIA PRIMA,Apr  8 2025 12:00AM14:17
12595,2,1,1,144,2,2025-05-15 00:00:00.000,2025-07-14 00:00:00.000,2025-07-14 00:00:00.000,208,237,3,NULL,NULL,22,MATERIA PRIMA,May 15 2025 12:00AM07:41
12781,2,1,1,144,2,2025-06-04 00:00:00.000,2025-08-03 00:00:00.000,2025-08-04 00:00:00.000,"1943,2",237,3,NULL,NULL,22,MATERIA PRIMA,Jun  4 2025 12:00AM16:13
12789,2,1,1,2795,2,2025-08-12 00:00:00.000,2025-09-15 00:00:00.000,2025-09-15 00:00:00.000,"7305,36",237,3,NULL,NULL,53,MATERIAL P/ USO E CONSUMO,Aug 12 2025 12:00AM17:17
12790,2,1,1,2795,2,2025-08-12 00:00:00.000,2025-09-15 00:00:00.000,2025-09-15 00:00:00.000,"5167,63",237,3,NULL,NULL,53,MATERIAL P/ USO E CONSUMO,Aug 12 2025 12:00AM17:12
13002,2,1,1,144,2,2025-06-25 00:00:00.000,2025-08-24 00:00:00.000,2025-08-25 00:00:00.000,"2312,8",237,3,NULL,NULL,22,MATERIA PRIMA,Jun 25 2025 12:00AM09:34
13117,2,1,1,144,2,2025-07-07 00:00:00.000,2025-09-05 00:00:00.000,2025-09-05 00:00:00.000,"2960,06",237,3,NULL,NULL,22,MATERIA PRIMA,Jul  7 2025 12:00AM17:17
13406,2,S,1,4331,2,2025-02-07 00:00:00.000,2025-03-03 00:00:00.000,2025-03-05 00:00:00.000,"71,5",237,3,NULL,NULL,42,SERVICOS PROFISSIONAIS CONTRATADOS,Feb  7 2025 12:00AM16:52
13480,2,1,1,144,2,2025-08-11 00:00:00.000,2025-10-10 00:00:00.000,2025-10-10 00:00:00.000,"2766,4",2,3,NULL,NULL,22,MATERIA PRIMA,Aug 11 2025 12:00AM16:09
13728,2,1,1,5467,2,2025-06-27 00:00:00.000,2025-07-27 00:00:00.000,2025-07-28 00:00:00.000,"991,4",237,3,NULL,NULL,22,MATERIA PRIMA,Jun 27 2025 12:00AM10:49
13728,2,1,2,5467,2,2025-06-27 00:00:00.000,2025-08-11 00:00:00.000,2025-08-11 00:00:00.000,"991,41",237,3,NULL,NULL,22,MATERIA PRIMA,Jun 27 2025 12:00AM10:49
13728,2,1,3,5467,2,2025-06-27 00:00:00.000,2025-08-26 00:00:00.000,2025-08-26 00:00:00.000,"991,41",237,3,NULL,NULL,22,MATERIA PRIMA,Jun 27 2025 12:00AM10:49
13810,2,1,1,144,2,2025-09-09 00:00:00.000,2025-11-08 00:00:00.000,2025-11-10 00:00:00.000,"3524,8",2,3,NULL,NULL,22,MATERIA PRIMA,Sep  9 2025 12:00AM10:02
13910,2,1,1,5861,2,2025-07-30 00:00:00.000,2025-08-06 00:00:00.000,2025-08-06 00:00:00.000,"699,52",237,3,NULL,NULL,22,MATERIA PRIMA,Jul 30 2025 12:00AM17:10
13913,2,0,1,4855,2,2025-06-13 00:00:00.000,2025-07-13 00:00:00.000,2025-07-14 00:00:00.000,"1253,74",237,3,NULL,NULL,22,MATERIA PRIMA,Jun 13 2025 12:00AM11:16
13913,2,0,2,4855,2,2025-06-13 00:00:00.000,2025-08-12 00:00:00.000,2025-08-12 00:00:00.000,1108,237,3,NULL,NULL,22,MATERIA PRIMA,Jun 13 2025 12:00AM11:16
14027,3,1,1,5569,2,2025-12-01 00:00:00.000,2026-01-15 00:00:00.000,1753-01-01 00:00:00.000,70,0,1,NULL,NULL,22,MATERIA PRIMA,Dec  1 2025 12:00AM14:07
14028,3,1,1,5569,2,2025-12-01 00:00:00.000,2026-01-15 00:00:00.000,1753-01-01 00:00:00.000,70,0,1,NULL,NULL,22,MATERIA PRIMA,Dec  1 2025 12:00AM14:08
14041,2,S,1,5142,2,2025-12-06 00:00:00.000,2026-01-10 00:00:00.000,1753-01-01 00:00:00.000,100,237,1,NULL,NULL,42,SERVICOS PROFISSIONAIS CONTRATADOS,Dec  6 2025 12:00AM15:52
14055,2,1,1,144,2,2025-10-01 00:00:00.000,2025-11-30 00:00:00.000,2025-12-01 00:00:00.000,"2047,6",2,3,NULL,NULL,22,MATERIA PRIMA,Oct  1 2025 12:00AM15:19
14137,2,1,1,5861,2,2025-08-22 00:00:00.000,2025-09-12 00:00:00.000,2025-09-12 00:00:00.000,"1424,85",237,3,NULL,NULL,22,MATERIA PRIMA,Aug 22 2025 12:00AM10:05
14148,2,1,1,144,2,2025-10-09 00:00:00.000,2025-12-08 00:00:00.000,2025-12-08 00:00:00.000,5248,2,3,NULL,NULL,22,MATERIA PRIMA,Oct  9 2025 12:00AM16:41
14326,2,1,1,144,2,2025-10-28 00:00:00.000,2025-12-27 00:00:00.000,1753-01-01 00:00:00.000,"2539,4",2,1,NULL,NULL,22,MATERIA PRIMA,Oct 28 2025 12:00AM13:39
14420,2,1,1,5467,2,2025-08-07 00:00:00.000,2025-09-06 00:00:00.000,2025-09-08 00:00:00.000,1317,237,3,NULL,NULL,22,MATERIA PRIMA,Aug  7 2025 12:00AM17:05
14420,2,1,2,5467,2,2025-08-07 00:00:00.000,2025-09-21 00:00:00.000,2025-09-22 00:00:00.000,1317,237,3,NULL,NULL,22,MATERIA PRIMA,Aug  7 2025 12:00AM17:05
14420,2,1,3,5467,2,2025-08-07 00:00:00.000,2025-10-06 00:00:00.000,2025-10-06 00:00:00.000,1317,2,3,NULL,NULL,22,MATERIA PRIMA,Aug  7 2025 12:00AM17:05
14420,2,1,4,5467,2,2025-08-07 00:00:00.000,2025-10-21 00:00:00.000,2025-10-21 00:00:00.000,1317,2,3,NULL,NULL,22,MATERIA PRIMA,Aug  7 2025 12:00AM17:05
14654,2,1,1,5861,2,2025-10-20 00:00:00.000,2025-11-10 00:00:00.000,2025-11-10 00:00:00.000,"1424,85",2,3,NULL,NULL,22,MATERIA PRIMA,Oct 20 2025 12:00AM15:24
14688,2,1,1,144,2,2025-11-26 00:00:00.000,2026-01-25 00:00:00.000,1753-01-01 00:00:00.000,"4096,4",2,1,NULL,NULL,22,MATERIA PRIMA,Nov 26 2025 12:00AM15:37
14869,2,1,1,5861,2,2025-11-10 00:00:00.000,2025-12-01 00:00:00.000,2025-12-01 00:00:00.000,"1424,85",2,3,NULL,NULL,22,MATERIA PRIMA,Nov 10 2025 12:00AM11:06
14920,2,1,1,5861,2,2025-11-17 00:00:00.000,2025-12-15 00:00:00.000,1753-01-01 00:00:00.000,"699,52",2,1,NULL,NULL,22,MATERIA PRIMA,Nov 17 2025 12:00AM15:34
14925,2,S,1,4331,2,2025-09-12 00:00:00.000,2025-10-10 00:00:00.000,2025-10-10 00:00:00.000,68,2,3,NULL,NULL,42,SERVICOS PROFISSIONAIS CONTRATADOS,Sep 12 2025 12:00AM11:04
14926,2,S,1,4331,2,2025-09-12 00:00:00.000,2025-10-10 00:00:00.000,2025-10-10 00:00:00.000,68,2,3,NULL,NULL,42,SERVICOS PROFISSIONAIS CONTRATADOS,Sep 12 2025 12:00AM10:58
14927,2,S,1,4331,2,2025-09-12 00:00:00.000,2025-10-10 00:00:00.000,2025-10-10 00:00:00.000,68,2,3,NULL,NULL,42,SERVICOS PROFISSIONAIS CONTRATADOS,Sep 12 2025 12:00AM10:57
15072,2,1,1,5861,2,2025-12-05 00:00:00.000,2025-12-26 00:00:00.000,1753-01-01 00:00:00.000,"1424,85",2,1,NULL,NULL,22,MATERIA PRIMA,Dec  5 2025 12:00AM16:51
15205,2,201,1,2745,2,2025-02-01 00:00:00.000,2025-02-17 00:00:00.000,2025-02-17 00:00:00.000,"1132,37",237,3,NULL,NULL,46,COMB E LUBRIFICANTES P/ INDUSTRIA,Feb  1 2025 12:00AM14:13
15450,2,201,1,2745,2,2025-03-01 00:00:00.000,2025-03-17 00:00:00.000,2025-03-17 00:00:00.000,"918,79",237,3,NULL,NULL,46,COMB E LUBRIFICANTES P/ INDUSTRIA,Mar  1 2025 12:00AM10:54
15761,2,201,1,2745,2,2025-04-01 00:00:00.000,2025-04-15 00:00:00.000,2025-04-15 00:00:00.000,"571,7",237,3,NULL,NULL,46,COMB E LUBRIFICANTES P/ INDUSTRIA,Apr  1 2025 12:00AM13:05
15985,2,1,1,5863,1,2025-07-31 00:00:00.000,2025-08-07 00:00:00.000,2025-08-07 00:00:00.000,"412,73",237,3,NULL,NULL,22,MATERIA PRIMA,Jul 31 2025 12:00AM17:14
16031,2,201,1,2745,2,2025-05-01 00:00:00.000,2025-05-15 00:00:00.000,2025-05-15 00:00:00.000,"1029,67",237,3,NULL,NULL,46,COMB E LUBRIFICANTES P/ INDUSTRIA,May  1 2025 12:00AM07:48
16032,2,S,1,1139,2,2025-05-05 00:00:00.000,2025-06-02 00:00:00.000,2025-06-02 00:00:00.000,216,237,3,NULL,NULL,42,SERVICOS PROFISSIONAIS CONTRATADOS,May  5 2025 12:00AM10:51
16115,2,1,1,5863,2,2025-09-04 00:00:00.000,2025-10-02 00:00:00.000,2025-10-02 00:00:00.000,"496,99",2,3,NULL,NULL,22,MATERIA PRIMA,Sep  4 2025 12:00AM10:58
16115,2,1,2,5863,2,2025-09-04 00:00:00.000,2025-10-30 00:00:00.000,2025-10-30 00:00:00.000,"452,83",2,3,NULL,NULL,22,MATERIA PRIMA,Sep  4 2025 12:00AM10:58
