numero_titulo,tipo_credor,serie,n,id_cliente,tipo_pagamento,data_emissao,vencimento,data_pagamento,valor_titulo,instituicao,situacao_titulo,codigo_credito,descricao_credito,codigo_debito,descricao_debito,data_hora_lancamento
55869,1,100,1,2404,8,2025-11-18 00:00:00.000,2026-02-16 00:00:00.000,1753-01-01 00:00:00.000,"1439,08",2,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 18 2025 12:00AM15:21
55870,1,100,1,5865,1,2025-11-18 00:00:00.000,2025-12-05 00:00:00.000,2025-12-05 00:00:00.000,"5172,92",2,3,2,VENDA DE PRODUTOS,NULL,NULL,Nov 18 2025 12:00AM17:20
55871,1,100,1,4408,2,2025-11-19 00:00:00.000,2025-11-26 00:00:00.000,2025-11-26 00:00:00.000,"660,7",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Nov 19 2025 12:00AM11:23
55872,1,100,1,4255,2,2025-11-19 00:00:00.000,2025-12-17 00:00:00.000,2025-12-03 00:00:00.000,"833,2",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Nov 19 2025 12:00AM11:25
55872,1,100,2,4255,2,2025-11-19 00:00:00.000,2026-01-14 00:00:00.000,1753-01-01 00:00:00.000,"697,24",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 19 2025 12:00AM11:25
55873,1,100,1,5753,2,2025-11-19 00:00:00.000,2025-12-17 00:00:00.000,1753-01-01 00:00:00.000,"680,56",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 19 2025 12:00AM11:26
55873,1,100,2,5753,2,2025-11-19 00:00:00.000,2026-01-14 00:00:00.000,1753-01-01 00:00:00.000,"569,49",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 19 2025 12:00AM11:26
55874,1,100,1,478,2,2025-11-19 00:00:00.000,2025-12-24 00:00:00.000,1753-01-01 00:00:00.000,"954,99",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 19 2025 12:00AM11:28
55874,1,100,2,478,2,2025-11-19 00:00:00.000,2025-12-31 00:00:00.000,1753-01-01 00:00:00.000,"799,15",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 19 2025 12:00AM11:28
55875,1,100,1,4983,8,2025-11-19 00:00:00.000,2026-01-28 00:00:00.000,1753-01-01 00:00:00.000,"5206,69",2,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 19 2025 12:00AM11:31
55876,1,100,1,4571,8,2025-11-19 00:00:00.000,2026-01-19 00:00:00.000,1753-01-01 00:00:00.000,"2397,35",2,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 19 2025 12:00AM11:32
55876,1,100,2,4571,8,2025-11-19 00:00:00.000,2026-02-17 00:00:00.000,1753-01-01 00:00:00.000,"2006,16",2,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 19 2025 12:00AM11:32
55878,1,100,1,5865,1,2025-11-19 00:00:00.000,2025-12-05 00:00:00.000,2025-12-08 00:00:00.000,"2241,82",2,3,2,VENDA DE PRODUTOS,NULL,NULL,Nov 19 2025 12:00AM13:33
55879,1,100,1,2133,2,2025-11-19 00:00:00.000,2025-12-17 00:00:00.000,1753-01-01 00:00:00.000,"1278,71",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 19 2025 12:00AM14:40
55879,1,100,2,2133,2,2025-11-19 00:00:00.000,2026-01-14 00:00:00.000,1753-01-01 00:00:00.000,"989,34",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 19 2025 12:00AM14:40
55879,1,100,3,2133,2,2025-11-19 00:00:00.000,2026-02-11 00:00:00.000,1753-01-01 00:00:00.000,"989,34",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 19 2025 12:00AM14:40
55880,1,100,1,4946,2,2025-11-19 00:00:00.000,2025-12-03 00:00:00.000,2025-12-03 00:00:00.000,"6756,68",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Nov 19 2025 12:00AM14:41
55881,1,100,1,5915,2,2025-11-19 00:00:00.000,2025-12-03 00:00:00.000,2025-12-03 00:00:00.000,"3712,95",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Nov 19 2025 12:00AM14:43
55885,1,100,1,478,2,2025-11-21 00:00:00.000,2025-12-19 00:00:00.000,1753-01-01 00:00:00.000,"1349,33",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 21 2025 12:00AM12:00
55886,1,100,1,2844,2,2025-11-21 00:00:00.000,2025-12-19 00:00:00.000,1753-01-01 00:00:00.000,"1112,77",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 21 2025 12:00AM12:01
55886,1,100,2,2844,2,2025-11-21 00:00:00.000,2026-01-02 00:00:00.000,1753-01-01 00:00:00.000,"931,18",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 21 2025 12:00AM12:01
55887,1,100,1,5121,2,2025-11-21 00:00:00.000,2025-12-19 00:00:00.000,1753-01-01 00:00:00.000,"1018,72",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 21 2025 12:00AM12:02
55887,1,100,2,5121,2,2025-11-21 00:00:00.000,2026-01-02 00:00:00.000,1753-01-01 00:00:00.000,"788,17",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 21 2025 12:00AM12:02
55887,1,100,3,5121,2,2025-11-21 00:00:00.000,2026-01-16 00:00:00.000,1753-01-01 00:00:00.000,"788,17",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 21 2025 12:00AM12:02
55888,1,100,1,524,2,2025-11-21 00:00:00.000,2025-12-19 00:00:00.000,1753-01-01 00:00:00.000,"412,95",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 21 2025 12:00AM12:03
55889,1,100,1,3849,2,2025-11-21 00:00:00.000,2025-12-19 00:00:00.000,1753-01-01 00:00:00.000,"1707,25",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 21 2025 12:00AM12:04
55889,1,100,2,3849,2,2025-11-21 00:00:00.000,2025-12-26 00:00:00.000,1753-01-01 00:00:00.000,"1320,89",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 21 2025 12:00AM12:04
55889,1,100,3,3849,2,2025-11-21 00:00:00.000,2026-01-02 00:00:00.000,1753-01-01 00:00:00.000,"1320,88",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 21 2025 12:00AM12:04
55890,1,100,1,5865,1,2025-11-21 00:00:00.000,2025-12-05 00:00:00.000,2025-12-08 00:00:00.000,"5262,31",2,3,2,VENDA DE PRODUTOS,NULL,NULL,Nov 21 2025 12:00AM13:02
55894,1,100,1,5865,1,2025-11-24 00:00:00.000,2025-12-05 00:00:00.000,2025-12-08 00:00:00.000,"6921,93",2,3,2,VENDA DE PRODUTOS,NULL,NULL,Nov 24 2025 12:00AM14:57
55896,1,100,1,5753,2,2025-11-25 00:00:00.000,2025-12-23 00:00:00.000,1753-01-01 00:00:00.000,"735,36",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 25 2025 12:00AM10:37
55896,3,100,1,3512,2,2025-11-24 00:00:00.000,2026-01-07 00:00:00.000,1753-01-01 00:00:00.000,"238,98",237,1,NULL,NULL,55,FRETE S/ VENDAS,Nov 24 2025 12:00AM16:46
55896,1,100,2,5753,2,2025-11-25 00:00:00.000,2026-01-20 00:00:00.000,1753-01-01 00:00:00.000,"615,36",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 25 2025 12:00AM10:37
55897,1,100,1,5900,2,2025-11-25 00:00:00.000,2025-12-26 00:00:00.000,1753-01-01 00:00:00.000,"2093,58",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 25 2025 12:00AM10:37
55897,1,100,2,5900,2,2025-11-25 00:00:00.000,2026-01-26 00:00:00.000,1753-01-01 00:00:00.000,"1619,78",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 25 2025 12:00AM10:37
55897,1,100,3,5900,2,2025-11-25 00:00:00.000,2026-02-23 00:00:00.000,1753-01-01 00:00:00.000,"1619,78",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 25 2025 12:00AM10:37
55898,1,100,1,1015,2,2025-11-25 00:00:00.000,2025-12-10 00:00:00.000,2025-12-09 00:00:00.000,"1713,05",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Nov 25 2025 12:00AM10:38
55899,1,100,1,746,2,2025-11-25 00:00:00.000,2025-12-23 00:00:00.000,1753-01-01 00:00:00.000,"918,55",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 25 2025 12:00AM10:39
55900,1,100,1,5865,1,2025-11-25 00:00:00.000,2025-12-05 00:00:00.000,2025-12-08 00:00:00.000,"3910,79",2,3,2,VENDA DE PRODUTOS,NULL,NULL,Nov 25 2025 12:00AM15:58
55902,1,100,1,5916,2,2025-11-26 00:00:00.000,2025-12-24 00:00:00.000,1753-01-01 00:00:00.000,"1560,08",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM10:19
55902,1,100,2,5916,2,2025-11-26 00:00:00.000,2026-01-07 00:00:00.000,1753-01-01 00:00:00.000,"1048,78",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM10:19
55902,1,100,3,5916,2,2025-11-26 00:00:00.000,2026-01-21 00:00:00.000,1753-01-01 00:00:00.000,"1048,78",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM10:19
55902,1,100,4,5916,2,2025-11-26 00:00:00.000,2026-02-04 00:00:00.000,1753-01-01 00:00:00.000,"1048,78",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM10:19
55902,1,100,5,5916,2,2025-11-26 00:00:00.000,2026-02-18 00:00:00.000,1753-01-01 00:00:00.000,"1048,78",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM10:19
55903,1,100,1,4555,8,2025-11-26 00:00:00.000,2026-02-24 00:00:00.000,1753-01-01 00:00:00.000,"1260,76",2,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM10:11
55904,1,100,1,2808,8,2025-11-26 00:00:00.000,2026-02-24 00:00:00.000,1753-01-01 00:00:00.000,"2792,75",2,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM10:11
55905,1,100,1,2430,8,2025-11-26 00:00:00.000,2026-02-24 00:00:00.000,1753-01-01 00:00:00.000,"1405,76",2,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM10:12
55906,1,100,1,3360,8,2025-11-26 00:00:00.000,2026-02-24 00:00:00.000,1753-01-01 00:00:00.000,"1627,68",2,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM10:13
55907,1,100,1,2420,8,2025-11-26 00:00:00.000,2026-02-24 00:00:00.000,1753-01-01 00:00:00.000,"2612,54",2,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM10:14
55908,1,100,1,2424,8,2025-11-26 00:00:00.000,2026-02-24 00:00:00.000,1753-01-01 00:00:00.000,"2762,11",2,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM10:14
55909,1,100,1,5913,1,2025-11-26 00:00:00.000,2025-11-26 00:00:00.000,2025-11-11 00:00:00.000,"1156,69",2,3,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM10:49
55910,1,100,1,2404,8,2025-11-26 00:00:00.000,2026-02-24 00:00:00.000,1753-01-01 00:00:00.000,"1630,18",2,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM10:15
55911,1,100,1,5690,8,2025-11-26 00:00:00.000,2026-02-04 00:00:00.000,1753-01-01 00:00:00.000,"5227,54",2,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM10:20
55912,1,100,1,3990,2,2025-11-26 00:00:00.000,2025-12-24 00:00:00.000,1753-01-01 00:00:00.000,"1410,5",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM10:20
55912,1,100,2,3990,2,2025-11-26 00:00:00.000,2026-01-07 00:00:00.000,1753-01-01 00:00:00.000,"1091,29",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM10:20
55912,1,100,3,3990,2,2025-11-26 00:00:00.000,2026-01-21 00:00:00.000,1753-01-01 00:00:00.000,"1091,28",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM10:20
55913,1,100,1,3908,2,2025-11-26 00:00:00.000,2025-12-24 00:00:00.000,1753-01-01 00:00:00.000,"876,57",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM10:21
55914,1,100,1,2861,2,2025-11-26 00:00:00.000,2025-12-24 00:00:00.000,1753-01-01 00:00:00.000,"896,48",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM10:23
55914,1,100,2,2861,2,2025-11-26 00:00:00.000,2026-01-07 00:00:00.000,1753-01-01 00:00:00.000,"602,68",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM10:23
55914,1,100,3,2861,2,2025-11-26 00:00:00.000,2026-01-21 00:00:00.000,1753-01-01 00:00:00.000,"602,68",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM10:23
55914,1,100,4,2861,2,2025-11-26 00:00:00.000,2026-02-04 00:00:00.000,1753-01-01 00:00:00.000,"602,68",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM10:23
55914,1,100,5,2861,2,2025-11-26 00:00:00.000,2026-02-18 00:00:00.000,1753-01-01 00:00:00.000,"602,68",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM10:23
55915,1,100,1,5614,8,2025-11-26 00:00:00.000,2026-02-04 00:00:00.000,1753-01-01 00:00:00.000,"5229,8",2,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM10:23
55916,1,100,1,640,2,2025-11-26 00:00:00.000,2025-12-24 00:00:00.000,1753-01-01 00:00:00.000,"1279,69",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM10:24
55916,1,100,2,640,2,2025-11-26 00:00:00.000,2026-01-07 00:00:00.000,1753-01-01 00:00:00.000,"990,09",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM10:24
55916,1,100,3,640,2,2025-11-26 00:00:00.000,2026-01-21 00:00:00.000,1753-01-01 00:00:00.000,"990,09",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM10:24
55917,1,100,1,381,2,2025-11-26 00:00:00.000,2025-12-24 00:00:00.000,1753-01-01 00:00:00.000,"895,12",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM10:25
55917,1,100,2,381,2,2025-11-26 00:00:00.000,2026-01-21 00:00:00.000,1753-01-01 00:00:00.000,"749,06",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM10:25
55918,1,100,1,5753,2,2025-11-26 00:00:00.000,2025-12-26 00:00:00.000,1753-01-01 00:00:00.000,"355,06",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM10:26
55919,1,100,1,5854,2,2025-11-26 00:00:00.000,2026-02-04 00:00:00.000,1753-01-01 00:00:00.000,"5435,98",2,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM10:28
55921,1,100,1,5799,8,2025-11-26 00:00:00.000,2026-02-04 00:00:00.000,1753-01-01 00:00:00.000,"4705,16",2,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM13:07
55922,1,100,1,4593,2,2025-11-26 00:00:00.000,2025-12-24 00:00:00.000,1753-01-01 00:00:00.000,"820,47",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM13:17
55922,1,100,2,4593,2,2025-11-26 00:00:00.000,2026-01-21 00:00:00.000,1753-01-01 00:00:00.000,"686,57",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM13:17
55923,1,100,1,5921,2,2025-11-26 00:00:00.000,2025-12-10 00:00:00.000,1753-01-01 00:00:00.000,"1185,7",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM13:18
55923,1,100,2,5921,2,2025-11-26 00:00:00.000,2025-12-24 00:00:00.000,1753-01-01 00:00:00.000,"992,22",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM13:18
55924,1,100,1,5074,2,2025-11-26 00:00:00.000,2026-01-26 00:00:00.000,1753-01-01 00:00:00.000,"1825,72",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM13:20
55924,1,100,2,5074,2,2025-11-26 00:00:00.000,2026-02-24 00:00:00.000,1753-01-01 00:00:00.000,"1527,8",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM13:20
55925,1,100,1,5865,1,2025-11-26 00:00:00.000,2025-12-05 00:00:00.000,2025-12-05 00:00:00.000,"1421,58",2,3,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM14:02
55926,1,100,1,4556,2,2025-11-26 00:00:00.000,2025-12-24 00:00:00.000,1753-01-01 00:00:00.000,"6104,8",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM14:48
55926,1,100,2,4556,2,2025-11-26 00:00:00.000,2025-12-31 00:00:00.000,1753-01-01 00:00:00.000,"4104,05",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM14:48
55926,1,100,3,4556,2,2025-11-26 00:00:00.000,2026-01-07 00:00:00.000,1753-01-01 00:00:00.000,"4104,05",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM14:48
55926,1,100,4,4556,2,2025-11-26 00:00:00.000,2026-01-14 00:00:00.000,1753-01-01 00:00:00.000,"4104,05",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM14:48
55926,1,100,5,4556,2,2025-11-26 00:00:00.000,2026-01-21 00:00:00.000,1753-01-01 00:00:00.000,"3104,05",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM14:48
55928,1,100,1,5350,2,2025-11-27 00:00:00.000,2025-12-26 00:00:00.000,1753-01-01 00:00:00.000,"2527,23",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 27 2025 12:00AM10:47
55928,1,100,2,5350,2,2025-11-27 00:00:00.000,2026-01-08 00:00:00.000,1753-01-01 00:00:00.000,"2114,83",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 27 2025 12:00AM10:47
55929,1,100,1,153,2,2025-11-27 00:00:00.000,2025-12-29 00:00:00.000,1753-01-01 00:00:00.000,"14102,61",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 27 2025 12:00AM10:49
55929,1,100,2,153,2,2025-11-27 00:00:00.000,2026-01-26 00:00:00.000,1753-01-01 00:00:00.000,"10145,76",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 27 2025 12:00AM10:49
55929,1,100,3,153,2,2025-11-27 00:00:00.000,2026-02-25 00:00:00.000,1753-01-01 00:00:00.000,"10145,76",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 27 2025 12:00AM10:49
55929,1,100,4,153,2,2025-11-27 00:00:00.000,2026-03-27 00:00:00.000,1753-01-01 00:00:00.000,"10145,74",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 27 2025 12:00AM10:49
55930,1,100,1,5920,2,2025-11-27 00:00:00.000,2025-12-26 00:00:00.000,1753-01-01 00:00:00.000,"1335,86",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 27 2025 12:00AM10:54
55930,1,100,2,5920,2,2025-11-27 00:00:00.000,2026-01-08 00:00:00.000,1753-01-01 00:00:00.000,"1117,86",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 27 2025 12:00AM10:54
55931,1,100,1,5725,2,2025-11-27 00:00:00.000,2025-12-26 00:00:00.000,1753-01-01 00:00:00.000,"1128,17",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 27 2025 12:00AM13:15
55931,1,100,2,5725,2,2025-11-27 00:00:00.000,2026-01-08 00:00:00.000,1753-01-01 00:00:00.000,"872,84",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 27 2025 12:00AM13:15
55931,1,100,3,5725,2,2025-11-27 00:00:00.000,2026-01-22 00:00:00.000,1753-01-01 00:00:00.000,"872,84",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 27 2025 12:00AM13:15
55934,1,100,1,5865,1,2025-11-27 00:00:00.000,2025-12-05 00:00:00.000,2025-12-08 00:00:00.000,"4984,15",2,3,2,VENDA DE PRODUTOS,NULL,NULL,Nov 27 2025 12:00AM15:19
55935,1,100,1,5753,2,2025-11-28 00:00:00.000,2025-12-26 00:00:00.000,1753-01-01 00:00:00.000,"615,87",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 28 2025 12:00AM10:44
55935,1,100,2,5753,2,2025-11-28 00:00:00.000,2026-01-23 00:00:00.000,1753-01-01 00:00:00.000,"515,37",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 28 2025 12:00AM10:44
55937,1,100,1,5865,1,2025-11-28 00:00:00.000,2025-12-05 00:00:00.000,2025-12-08 00:00:00.000,"5646,12",2,3,2,VENDA DE PRODUTOS,NULL,NULL,Nov 28 2025 12:00AM14:33
55938,1,100,1,5796,1,2025-11-28 00:00:00.000,2025-12-03 00:00:00.000,2025-12-03 00:00:00.000,"413,7",2,3,2,VENDA DE PRODUTOS,NULL,NULL,Nov 28 2025 12:00AM15:10
55941,1,100,1,470,2,2025-12-01 00:00:00.000,2025-12-29 00:00:00.000,1753-01-01 00:00:00.000,"1060,34",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Dec  1 2025 12:00AM14:41
55941,1,100,2,470,2,2025-12-01 00:00:00.000,2026-01-12 00:00:00.000,1753-01-01 00:00:00.000,"762,84",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Dec  1 2025 12:00AM14:41
55941,1,100,3,470,2,2025-12-01 00:00:00.000,2026-01-26 00:00:00.000,1753-01-01 00:00:00.000,"762,84",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Dec  1 2025 12:00AM14:41
55941,1,100,4,470,2,2025-12-01 00:00:00.000,2026-02-09 00:00:00.000,1753-01-01 00:00:00.000,"762,82",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Dec  1 2025 12:00AM14:41
55942,1,100,1,1047,2,2025-12-01 00:00:00.000,2025-12-29 00:00:00.000,1753-01-01 00:00:00.000,"2064,72",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Dec  1 2025 12:00AM14:42
55943,1,100,1,1494,2,2025-12-01 00:00:00.000,2025-12-11 00:00:00.000,1753-01-01 00:00:00.000,"1433,22",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Dec  1 2025 12:00AM14:44
55944,1,100,1,5924,2,2025-12-01 00:00:00.000,2025-12-29 00:00:00.000,1753-01-01 00:00:00.000,"1189,7",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Dec  1 2025 12:00AM14:52
55944,1,100,2,5924,2,2025-12-01 00:00:00.000,2026-01-12 00:00:00.000,1753-01-01 00:00:00.000,"920,47",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Dec  1 2025 12:00AM14:52
55944,1,100,3,5924,2,2025-12-01 00:00:00.000,2026-01-26 00:00:00.000,1753-01-01 00:00:00.000,"920,46",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Dec  1 2025 12:00AM14:52
55945,1,100,1,478,2,2025-12-01 00:00:00.000,2026-01-05 00:00:00.000,1753-01-01 00:00:00.000,"1406,59",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Dec  1 2025 12:00AM14:53
55946,1,100,1,2829,2,2025-12-01 00:00:00.000,2025-12-29 00:00:00.000,1753-01-01 00:00:00.000,"1638,23",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Dec  1 2025 12:00AM14:55
55946,1,100,2,2829,2,2025-12-01 00:00:00.000,2026-01-12 00:00:00.000,1753-01-01 00:00:00.000,"1267,49",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Dec  1 2025 12:00AM14:55
55946,1,100,3,2829,2,2025-12-01 00:00:00.000,2026-01-26 00:00:00.000,1753-01-01 00:00:00.000,"1267,49",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Dec  1 2025 12:00AM14:55
55948,1,100,1,2339,2,2025-12-01 00:00:00.000,2025-12-29 00:00:00.000,1753-01-01 00:00:00.000,"1774,66",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Dec  1 2025 12:00AM14:57
55948,1,100,2,2339,2,2025-12-01 00:00:00.000,2026-01-12 00:00:00.000,1753-01-01 00:00:00.000,"1193,05",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Dec  1 2025 12:00AM14:57
55948,1,100,3,2339,2,2025-12-01 00:00:00.000,2026-01-26 00:00:00.000,1753-01-01 00:00:00.000,"1193,05",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Dec  1 2025 12:00AM14:57
55948,1,100,4,2339,2,2025-12-01 00:00:00.000,2026-02-09 00:00:00.000,1753-01-01 00:00:00.000,"1193,05",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Dec  1 2025 12:00AM14:57
55948,1,100,5,2339,2,2025-12-01 00:00:00.000,2026-02-23 00:00:00.000,1753-01-01 00:00:00.000,"1193,03",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Dec  1 2025 12:00AM14:57
55949,1,100,1,5716,1,2025-12-01 00:00:00.000,2025-12-01 00:00:00.000,2025-12-01 00:00:00.000,"693,52",2,3,2,VENDA DE PRODUTOS,NULL,NULL,Dec  1 2025 12:00AM15:06
55950,1,100,1,5865,1,2025-12-01 00:00:00.000,2026-01-08 00:00:00.000,1753-01-01 00:00:00.000,"6397,24",2,1,2,VENDA DE PRODUTOS,NULL,NULL,Dec  1 2025 12:00AM15:19
55951,1,100,1,5865,1,2025-12-02 00:00:00.000,2026-01-08 00:00:00.000,1753-01-01 00:00:00.000,"8036,29",2,1,2,VENDA DE PRODUTOS,NULL,NULL,Dec  2 2025 12:00AM13:14
55952,1,100,1,2404,8,2025-12-02 00:00:00.000,2026-03-02 00:00:00.000,1753-01-01 00:00:00.000,"1371,62",2,1,2,VENDA DE PRODUTOS,NULL,NULL,Dec  2 2025 12:00AM13:47
55953,1,100,1,2405,8,2025-12-02 00:00:00.000,2026-03-02 00:00:00.000,1753-01-01 00:00:00.000,"1149,87",2,1,2,VENDA DE PRODUTOS,NULL,NULL,Dec  2 2025 12:00AM13:47
55954,1,100,1,2416,8,2025-12-02 00:00:00.000,2026-03-02 00:00:00.000,1753-01-01 00:00:00.000,"2411,38",2,1,2,VENDA DE PRODUTOS,NULL,NULL,Dec  2 2025 12:00AM13:48
55955,1,100,1,2415,8,2025-12-02 00:00:00.000,2026-03-02 00:00:00.000,1753-01-01 00:00:00.000,"1930,5",2,1,2,VENDA DE PRODUTOS,NULL,NULL,Dec  2 2025 12:00AM13:49
55956,1,100,1,5674,2,2025-12-02 00:00:00.000,2026-03-02 00:00:00.000,1753-01-01 00:00:00.000,"1693,4",2,1,2,VENDA DE PRODUTOS,NULL,NULL,Dec  2 2025 12:00AM13:49
